"Fisktegund","¶slëgt","skip","id","date","gear","harbour"
"St¢rkjafta / ôfugkjafta",32,"1972","501263","24.01.2016","Botnvarpa","Eskifjîråur"
"Ufsi",115305,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"ósa",77600,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Langa",1135,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"çorskur",167188,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Bl†langa",71,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Dj£pkarfi",5059,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Gr†l£åa",42058,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Litli karfi",3943,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Steinb°tur",398,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",18850,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Gulllax / St¢ri gulllax",11463,"1972","498401","21.12.2015","Botnvarpa","Grindav°k"
"Ufsi",78310,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"ósa",22315,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Langa",2463,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Hlòri",1030,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"çorskur",172255,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Bl†langa",2409,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Dj£pkarfi",16071,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Gr†l£åa",57903,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Litli karfi",8243,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Steinb°tur",782,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",176791,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Gulllax / St¢ri gulllax",56557,"1972","496331","24.11.2015","Botnvarpa","Grindav°k"
"Ufsi",35855,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"ósa",7401,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Langa",71,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"H†karl",534,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"çorskur",69670,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Bl†langa",710,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Dj£pkarfi",13144,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Gr†l£åa",58968,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Steinb°tur",38,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",20767,"1972","493541","27.10.2015","Botnvarpa","Grindav°k"
"Ufsi",82394,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"ósa",6205,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"Langa",1843,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"Hlòri",370,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"L£åa",242,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"çorskur",93443,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"Bl†langa",3206,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",274513,"1972","492233","14.10.2015","Botnvarpa","Grindav°k"
"Ufsi",145846,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"ósa",25179,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Langa",1738,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Hlòri",2088,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"L£åa",191,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"H†karl",323,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"çorskur",141262,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Bl†langa",1205,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Gr†l£åa",41311,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Steinb°tur",1667,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",182628,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Gulllax / St¢ri gulllax",2310,"1972","490492","29.09.2015","Botnvarpa","Grindav°k"
"Ufsi",30531,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"ósa",23274,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Langa",354,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"S°ld",49000,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Makr°ll",67273,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"çorskur",112602,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Bl†langa",249,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Dj£pkarfi",828,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Gr†l£åa",478,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Litli karfi",387,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Karfi / Gullkarfi",43894,"1972","486855","01.09.2015","Botnvarpa","Grindav°k"
"Makr°ll",2320,"1986","543568","30.08.2016","Handfëri","Keflav°k"
"Makr°ll",9377,"1986","543487","30.08.2016","Handfëri","Keflav°k"
"Makr°ll",5728,"1986","543413","29.08.2016","Handfëri","Keflav°k"
"Makr°ll",9413,"1986","543301","29.08.2016","Handfëri","Keflav°k"
"Makr°ll",6666,"1986","543097","28.08.2016","Handfëri","Keflav°k"
"Makr°ll",6402,"1986","543160","28.08.2016","Handfëri","Keflav°k"
"Makr°ll",5040,"1986","543064","27.08.2016","Handfëri","Keflav°k"
"Makr°ll",9175,"1986","543060","27.08.2016","Handfëri","Keflav°k"
"Makr°ll",4347,"1986","543030","26.08.2016","Handfëri","Keflav°k"
"Makr°ll",9184,"1986","542881","25.08.2016","Handfëri","Keflav°k"
"Makr°ll",6176,"1986","542556","24.08.2016","Handfëri","Keflav°k"
"Makr°ll",9372,"1986","542457","23.08.2016","Handfëri","Keflav°k"
"Makr°ll",8723,"1986","542118","22.08.2016","Handfëri","Keflav°k"
"Makr°ll",5168,"1986","542295","22.08.2016","Handfëri","Keflav°k"
"Makr°ll",8651,"1986","541892","19.08.2016","Handfëri","Keflav°k"
"Makr°ll",8626,"1986","541740","19.08.2016","Handfëri","Keflav°k"
"Makr°ll",8674,"1986","541884","19.08.2016","Handfëri","Keflav°k"
"Makr°ll",9002,"1986","541693","18.08.2016","Handfëri","Keflav°k"
"Makr°ll",8886,"1986","541609","18.08.2016","Handfëri","Keflav°k"
"Makr°ll",6475,"1986","541489","17.08.2016","Handfëri","Keflav°k"
"Makr°ll",8810,"1986","541400","17.08.2016","Handfëri","Keflav°k"
"Makr°ll",8768,"1986","541324","17.08.2016","Handfëri","Keflav°k"
"Makr°ll",8711,"1986","541292","16.08.2016","Handfëri","Keflav°k"
"Makr°ll",8877,"1986","541271","16.08.2016","Handfëri","Keflav°k"
"Makr°ll",8885,"1986","541160","15.08.2016","Handfëri","Keflav°k"
"Makr°ll",9113,"1986","540934","14.08.2016","Handfëri","Keflav°k"
"Makr°ll",8236,"1986","540809","13.08.2016","Handfëri","Keflav°k"
"Makr°ll",8670,"1986","540835","13.08.2016","Handfëri","Keflav°k"
"Makr°ll",8993,"1986","540879","13.08.2016","Handfëri","Keflav°k"
"Makr°ll",8421,"1986","540734","12.08.2016","Handfëri","Keflav°k"
"Makr°ll",6015,"1986","540791","12.08.2016","Handfëri","Keflav°k"
"Makr°ll",5168,"1986","540642","11.08.2016","Handfëri","Keflav°k"
"Makr°ll",3283,"1986","540379","10.08.2016","Handfëri","Keflav°k"
"Makr°ll",6502,"1986","540242","09.08.2016","Handfëri","Keflav°k"
"Makr°ll",8305,"1986","539274","08.08.2016","Handfëri","Keflav°k"
"Makr°ll",2604,"1986","539637","08.08.2016","Handfëri","Keflav°k"
"Makr°ll",7980,"1986","539065","07.08.2016","Handfëri","Keflav°k"
"Makr°ll",5061,"1986","539112","07.08.2016","Handfëri","Keflav°k"
"Makr°ll",8313,"1986","538971","06.08.2016","Handfëri","Keflav°k"
"Makr°ll",8238,"1986","538895","05.08.2016","Handfëri","Keflav°k"
"Makr°ll",2067,"1986","538945","05.08.2016","Handfëri","Keflav°k"
"Makr°ll",8661,"1986","538772","05.08.2016","Handfëri","Keflav°k"
"Makr°ll",8094,"1986","538934","05.08.2016","Handfëri","Keflav°k"
"Makr°ll",7638,"1986","538444","04.08.2016","Handfëri","Keflav°k"
"Makr°ll",8368,"1986","538173","04.08.2016","Handfëri","Keflav°k"
"Makr°ll",6011,"1986","538027","03.08.2016","Handfëri","Keflav°k"
"Langa",23,"1986","536631","27.07.2016","Skîtuselsnet","Akranes"
"çorskur",17,"1986","536631","27.07.2016","Skîtuselsnet","Akranes"
"Sandhverfa",3,"1986","536631","27.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",187,"1986","536631","27.07.2016","Skîtuselsnet","Akranes"
"Ufsi",173,"1986","536408","25.07.2016","Skîtuselsnet","Akranes"
"Langa",58,"1986","536408","25.07.2016","Skîtuselsnet","Akranes"
"Ufsi",25,"1986","536134","21.07.2016","Skîtuselsnet","Akranes"
"ósa",60,"1986","536134","21.07.2016","Skîtuselsnet","Akranes"
"Langa",16,"1986","536134","21.07.2016","Skîtuselsnet","Akranes"
"Lòsa",4,"1986","536134","21.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",479,"1986","536134","21.07.2016","Skîtuselsnet","Akranes"
"Ufsi",299,"1986","535361","18.07.2016","Skîtuselsnet","Akranes"
"ósa",21,"1986","535361","18.07.2016","Skîtuselsnet","Akranes"
"Langa",111,"1986","535361","18.07.2016","Skîtuselsnet","Akranes"
"çorskur",282,"1986","535361","18.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",496,"1986","535361","18.07.2016","Skîtuselsnet","Akranes"
"Langa",18,"1986","534881","14.07.2016","Skîtuselsnet","Akranes"
"çorskur",43,"1986","534881","14.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",138,"1986","534881","14.07.2016","Skîtuselsnet","Akranes"
"Langa",51,"1986","534865","11.07.2016","Skîtuselsnet","Akranes"
"çorskur",80,"1986","534865","11.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",393,"1986","534865","11.07.2016","Skîtuselsnet","Akranes"
"Ufsi",12,"1986","531591","05.07.2016","Skîtuselsnet","Akranes"
"Langa",44,"1986","531591","05.07.2016","Skîtuselsnet","Akranes"
"çorskur",90,"1986","531591","05.07.2016","Skîtuselsnet","Akranes"
"Skîtuselur",601,"1986","531591","05.07.2016","Skîtuselsnet","Akranes"
"Karfi / Gullkarfi",1,"1986","531591","05.07.2016","Skîtuselsnet","Akranes"
"Langa",53,"1986","530399","30.06.2016","Skîtuselsnet","Akranes"
"çorskur",30,"1986","530399","30.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",293,"1986","530399","30.06.2016","Skîtuselsnet","Akranes"
"Langa",68,"1986","529674","26.06.2016","Skîtuselsnet","Akranes"
"çorskur",35,"1986","529674","26.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",1479,"1986","529674","26.06.2016","Skîtuselsnet","Akranes"
"Ufsi",4,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"Langa",26,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"çorskur",35,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"Gr†sleppa",30,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"Sandhverfa",15,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",451,"1986","529678","18.06.2016","Skîtuselsnet","Akranes"
"Ufsi",10,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"Langa",23,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"Lòsa",4,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"çorskur",162,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"Gr†sleppa",24,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",668,"1986","526830","13.06.2016","Skîtuselsnet","Akranes"
"Ufsi",7,"1986","525651","09.06.2016","Skîtuselsnet","Akranes"
"Langa",14,"1986","525651","09.06.2016","Skîtuselsnet","Akranes"
"çorskur",340,"1986","525651","09.06.2016","Skîtuselsnet","Akranes"
"Gr†sleppa",24,"1986","525651","09.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",651,"1986","525651","09.06.2016","Skîtuselsnet","Akranes"
"Langa",31,"1986","524106","06.06.2016","Skîtuselsnet","Akranes"
"Lòsa",5,"1986","524106","06.06.2016","Skîtuselsnet","Akranes"
"çorskur",501,"1986","524106","06.06.2016","Skîtuselsnet","Akranes"
"Gr†sleppa",43,"1986","524106","06.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",651,"1986","524106","06.06.2016","Skîtuselsnet","Akranes"
"Ufsi",11,"1986","522172","01.06.2016","Skîtuselsnet","Akranes"
"Langa",10,"1986","522172","01.06.2016","Skîtuselsnet","Akranes"
"çorskur",513,"1986","522172","01.06.2016","Skîtuselsnet","Akranes"
"Gr†sleppa",48,"1986","522172","01.06.2016","Skîtuselsnet","Akranes"
"Skîtuselur",316,"1986","522172","01.06.2016","Skîtuselsnet","Akranes"
"çorskur",315,"1986","514675","02.05.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",4014,"1986","514675","02.05.2016","Gr†sleppunet","Akranes"
"Steinb°tur",19,"1986","514675","02.05.2016","Gr†sleppunet","Akranes"
"çorskur",198,"1986","513507","30.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",1220,"1986","513507","30.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",21,"1986","513507","30.04.2016","Gr†sleppunet","Akranes"
"çorskur",407,"1986","513312","28.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",4400,"1986","513312","28.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",31,"1986","513312","28.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppuhrogn",43,"1986","513312","28.04.2016","Gr†sleppunet","Akranes"
"çorskur",231,"1986","512753","25.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",2310,"1986","512753","25.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",62,"1986","512753","25.04.2016","Gr†sleppunet","Akranes"
"çorskur",445,"1986","512454","24.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",2616,"1986","512454","24.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",20,"1986","512454","24.04.2016","Gr†sleppunet","Akranes"
"çorskur",46,"1986","511750","21.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",877,"1986","511750","21.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",12,"1986","511750","21.04.2016","Gr†sleppunet","Akranes"
"Skarkoli",5,"1986","511243","18.04.2016","Gr†sleppunet","Akranes"
"çorskur",129,"1986","511243","18.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",5738,"1986","511243","18.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",118,"1986","511243","18.04.2016","Gr†sleppunet","Akranes"
"çorskur",318,"1986","510891","14.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",5175,"1986","510891","14.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",44,"1986","510891","14.04.2016","Gr†sleppunet","Akranes"
"çorskur",285,"1986","513307","12.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",6793,"1986","513307","12.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",47,"1986","513307","12.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppuhrogn",58,"1986","513307","12.04.2016","Gr†sleppunet","Akranes"
"çorskur",94,"1986","510046","10.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",1035,"1986","510046","10.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",4,"1986","510046","10.04.2016","Gr†sleppunet","Akranes"
"çorskur",120,"1986","509307","05.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",4963,"1986","509307","05.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",36,"1986","509307","05.04.2016","Gr†sleppunet","Akranes"
"çorskur",56,"1986","509113","04.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",2513,"1986","509113","04.04.2016","Gr†sleppunet","Akranes"
"Steinb°tur",14,"1986","509113","04.04.2016","Gr†sleppunet","Akranes"
"çorskur",23,"1986","508594","02.04.2016","Gr†sleppunet","Akranes"
"Gr†sleppa",198,"1986","508594","02.04.2016","Gr†sleppunet","Akranes"
"Ufsi",6,"1986","498579","29.12.2015","Net","Akranes"
"Lòsa",1,"1986","498579","29.12.2015","Net","Akranes"
"çorskur",423,"1986","498579","29.12.2015","Net","Akranes"
"Rauåmagi",14,"1986","498579","29.12.2015","Net","Akranes"
"çorskur",1042,"1986","498500","28.12.2015","Net","Akranes"
"Tindaskata",59,"1986","498500","28.12.2015","Net","Akranes"
"Ufsi",8,"1986","498227","18.12.2015","Net","Akranes"
"Lòsa",1,"1986","498227","18.12.2015","Net","Akranes"
"çorskur",230,"1986","498227","18.12.2015","Net","Akranes"
"Rauåmagi",5,"1986","498227","18.12.2015","Net","Akranes"
"Tindaskata",60,"1986","498227","18.12.2015","Net","Akranes"
"Ufsi",10,"1986","498192","17.12.2015","Net","Akranes"
"çorskur",468,"1986","498192","17.12.2015","Net","Akranes"
"Rauåmagi",4,"1986","498192","17.12.2015","Net","Akranes"
"Tindaskata",18,"1986","498192","17.12.2015","Net","Akranes"
"Karfi / Gullkarfi",6,"1986","498192","17.12.2015","Net","Akranes"
"Ufsi",10,"1986","498100","16.12.2015","Net","Akranes"
"çorskur",505,"1986","498100","16.12.2015","Net","Akranes"
"Tindaskata",48,"1986","498100","16.12.2015","Net","Akranes"
"Karfi / Gullkarfi",6,"1986","498100","16.12.2015","Net","Akranes"
"Ufsi",2,"1986","497902","15.12.2015","Net","Akranes"
"ósa",13,"1986","497902","15.12.2015","Net","Akranes"
"çorskur",861,"1986","497902","15.12.2015","Net","Akranes"
"Rauåmagi",9,"1986","497902","15.12.2015","Net","Akranes"
"Tindaskata",47,"1986","497902","15.12.2015","Net","Akranes"
"Karfi / Gullkarfi",5,"1986","497902","15.12.2015","Net","Akranes"
"Ufsi",17,"1986","497772","14.12.2015","Net","Akranes"
"ósa",27,"1986","497772","14.12.2015","Net","Akranes"
"Langa",13,"1986","497772","14.12.2015","Net","Akranes"
"çorskur",810,"1986","497772","14.12.2015","Net","Akranes"
"Tindaskata",56,"1986","497772","14.12.2015","Net","Akranes"
"Skîtuselur",13,"1986","497772","14.12.2015","Net","Akranes"
"Steinb°tur",6,"1986","497772","14.12.2015","Net","Akranes"
"Karfi / Gullkarfi",26,"1986","497772","14.12.2015","Net","Akranes"
"Ufsi",21,"1986","497554","12.12.2015","Net","Akranes"
"ósa",5,"1986","497554","12.12.2015","Net","Akranes"
"çorskur",877,"1986","497554","12.12.2015","Net","Akranes"
"Tindaskata",46,"1986","497554","12.12.2015","Net","Akranes"
"Karfi / Gullkarfi",13,"1986","497554","12.12.2015","Net","Akranes"
"Ufsi",31,"1986","497425","11.12.2015","Net","Akranes"
"ósa",4,"1986","497425","11.12.2015","Net","Akranes"
"çorskur",1414,"1986","497425","11.12.2015","Net","Akranes"
"Tindaskata",37,"1986","497425","11.12.2015","Net","Akranes"
"Karfi / Gullkarfi",14,"1986","497425","11.12.2015","Net","Akranes"
"Ufsi",7,"1986","497316","10.12.2015","Net","Akranes"
"ósa",1,"1986","497316","10.12.2015","Net","Akranes"
"Lòsa",1,"1986","497316","10.12.2015","Net","Akranes"
"çorskur",1571,"1986","497316","10.12.2015","Net","Akranes"
"Rauåmagi",4,"1986","497316","10.12.2015","Net","Akranes"
"Tindaskata",48,"1986","497316","10.12.2015","Net","Akranes"
"Karfi / Gullkarfi",23,"1986","497316","10.12.2015","Net","Akranes"
"Ufsi",2,"1986","496922","04.12.2015","Net","Akranes"
"ósa",10,"1986","496922","04.12.2015","Net","Akranes"
"çorskur",432,"1986","496922","04.12.2015","Net","Akranes"
"Tindaskata",36,"1986","496922","04.12.2015","Net","Akranes"
"Karfi / Gullkarfi",7,"1986","496922","04.12.2015","Net","Akranes"
"ósa",6,"1986","496801","03.12.2015","Net","Akranes"
"Lòsa",6,"1986","496801","03.12.2015","Net","Akranes"
"çorskur",419,"1986","496801","03.12.2015","Net","Akranes"
"Tindaskata",60,"1986","496801","03.12.2015","Net","Akranes"
"Karfi / Gullkarfi",17,"1986","496801","03.12.2015","Net","Akranes"
"çorskur",562,"1986","496713","02.12.2015","Net","Akranes"
"Tindaskata",51,"1986","496713","02.12.2015","Net","Akranes"
"çorskur",2785,"1986","496679","01.12.2015","Net","Akranes"
"Tindaskata",68,"1986","496679","01.12.2015","Net","Akranes"
"Karfi / Gullkarfi",15,"1986","496679","01.12.2015","Net","Akranes"
"Ufsi",24,"1986","496633","30.11.2015","Net","Akranes"
"ósa",15,"1986","496633","30.11.2015","Net","Akranes"
"Lòsa",3,"1986","496633","30.11.2015","Net","Akranes"
"çorskur",1606,"1986","496633","30.11.2015","Net","Akranes"
"Tindaskata",108,"1986","496633","30.11.2015","Net","Akranes"
"Steinb°tur",4,"1986","496633","30.11.2015","Net","Akranes"
"Karfi / Gullkarfi",9,"1986","496633","30.11.2015","Net","Akranes"
"Ufsi",4,"1986","496425","28.11.2015","Net","Akranes"
"Lòsa",1,"1986","496425","28.11.2015","Net","Akranes"
"çorskur",208,"1986","496425","28.11.2015","Net","Akranes"
"Tindaskata",33,"1986","496425","28.11.2015","Net","Akranes"
"Skîtuselur",18,"1986","496425","28.11.2015","Net","Akranes"
"Steinb°tur",8,"1986","496425","28.11.2015","Net","Akranes"
"Karfi / Gullkarfi",7,"1986","496425","28.11.2015","Net","Akranes"
"çorskur",283,"1986","496419","27.11.2015","Net","Akranes"
"Ufsi",7,"1986","496253","25.11.2015","Net","Akranes"
"ósa",14,"1986","496253","25.11.2015","Net","Akranes"
"Lòsa",5,"1986","496253","25.11.2015","Net","Akranes"
"çorskur",1395,"1986","496253","25.11.2015","Net","Akranes"
"Tindaskata",43,"1986","496253","25.11.2015","Net","Akranes"
"Steinb°tur",4,"1986","496253","25.11.2015","Net","Akranes"
"Karfi / Gullkarfi",6,"1986","496253","25.11.2015","Net","Akranes"
"Ufsi",4,"1986","496019","22.11.2015","Net","Akranes"
"Skarkoli",4,"1986","496019","22.11.2015","Net","Akranes"
"çorskur",479,"1986","496019","22.11.2015","Net","Akranes"
"Tindaskata",16,"1986","496019","22.11.2015","Net","Akranes"
"ósa",7,"1986","496010","21.11.2015","Net","Akranes"
"Skarkoli",2,"1986","496010","21.11.2015","Net","Akranes"
"çorskur",615,"1986","496010","21.11.2015","Net","Akranes"
"Tindaskata",30,"1986","496010","21.11.2015","Net","Akranes"
"Skarkoli",1,"1986","495801","20.11.2015","Net","Akranes"
"çorskur",762,"1986","495801","20.11.2015","Net","Akranes"
"Tindaskata",48,"1986","495801","20.11.2015","Net","Akranes"
"Skîtuselur",9,"1986","495801","20.11.2015","Net","Akranes"
"Ufsi",2,"1986","495697","19.11.2015","Net","Akranes"
"Skarkoli",5,"1986","495697","19.11.2015","Net","Akranes"
"çorskur",615,"1986","495697","19.11.2015","Net","Akranes"
"Tindaskata",36,"1986","495697","19.11.2015","Net","Akranes"
"Steinb°tur",2,"1986","495697","19.11.2015","Net","Akranes"
"Ufsi",14,"1986","495621","18.11.2015","Net","Akranes"
"çorskur",704,"1986","495621","18.11.2015","Net","Akranes"
"Tindaskata",9,"1986","495621","18.11.2015","Net","Akranes"
"çorskur",238,"1986","495004","11.11.2015","Net","Akranes"
"Lòsa",9,"1986","494893","10.11.2015","Net","Akranes"
"Skarkoli",5,"1986","494893","10.11.2015","Net","Akranes"
"çorskur",267,"1986","494893","10.11.2015","Net","Akranes"
"Tindaskata",38,"1986","494893","10.11.2015","Net","Akranes"
"Karfi / Gullkarfi",3,"1986","494893","10.11.2015","Net","Akranes"
"ósa",8,"1986","494767","09.11.2015","Net","Akranes"
"çorskur",227,"1986","494767","09.11.2015","Net","Akranes"
"Tindaskata",26,"1986","494767","09.11.2015","Net","Akranes"
"Skîtuselur",21,"1986","494767","09.11.2015","Net","Akranes"
"Karfi / Gullkarfi",8,"1986","494767","09.11.2015","Net","Akranes"
"ósa",2,"1986","494518","06.11.2015","Net","Akranes"
"Skarkoli",1,"1986","494518","06.11.2015","Net","Akranes"
"çorskur",871,"1986","494518","06.11.2015","Net","Akranes"
"Tindaskata",78,"1986","494518","06.11.2015","Net","Akranes"
"Karfi / Gullkarfi",7,"1986","494518","06.11.2015","Net","Akranes"
"ósa",2,"1986","494470","05.11.2015","Net","Akranes"
"Skarkoli",3,"1986","494470","05.11.2015","Net","Akranes"
"çorskur",2285,"1986","494470","05.11.2015","Net","Akranes"
"Karfi / Gullkarfi",6,"1986","494470","05.11.2015","Net","Akranes"
"ósa",6,"1986","494189","04.11.2015","Net","Akranes"
"Langa",8,"1986","494189","04.11.2015","Net","Akranes"
"Skarkoli",5,"1986","494189","04.11.2015","Net","Akranes"
"çorskur",737,"1986","494189","04.11.2015","Net","Akranes"
"Tindaskata",21,"1986","494189","04.11.2015","Net","Akranes"
"Karfi / Gullkarfi",9,"1986","494189","04.11.2015","Net","Akranes"
"çorskur",183,"1986","494151","03.11.2015","Net","Akranes"
"Tindaskata",26,"1986","494151","03.11.2015","Net","Akranes"
"Ufsi",7,"1986","493932","02.11.2015","Net","Akranes"
"ósa",11,"1986","493932","02.11.2015","Net","Akranes"
"Langa",4,"1986","493932","02.11.2015","Net","Akranes"
"Skarkoli",3,"1986","493932","02.11.2015","Net","Akranes"
"çorskur",299,"1986","493932","02.11.2015","Net","Akranes"
"Tindaskata",33,"1986","493932","02.11.2015","Net","Akranes"
"ósa",4,"1986","493542","28.10.2015","Net","Akranes"
"Langa",3,"1986","493542","28.10.2015","Net","Akranes"
"Skarkoli",2,"1986","493542","28.10.2015","Net","Akranes"
"çorskur",1307,"1986","493542","28.10.2015","Net","Akranes"
"Tindaskata",17,"1986","493542","28.10.2015","Net","Akranes"
"Karfi / Gullkarfi",4,"1986","493542","28.10.2015","Net","Akranes"
"Lòsa",1,"1986","513235","27.10.2015","Net","Akranes"
"çorskur",1099,"1986","513235","27.10.2015","Net","Akranes"
"Tindaskata",17,"1986","513235","27.10.2015","Net","Akranes"
"Karfi / Gullkarfi",2,"1986","513235","27.10.2015","Net","Akranes"
"ósa",2,"1986","493120","24.10.2015","Net","Akranes"
"Langa",3,"1986","493120","24.10.2015","Net","Akranes"
"çorskur",686,"1986","493120","24.10.2015","Net","Akranes"
"Tindaskata",36,"1986","493120","24.10.2015","Net","Akranes"
"Karfi / Gullkarfi",7,"1986","493120","24.10.2015","Net","Akranes"
"Ufsi",4,"1986","493115","23.10.2015","Net","Akranes"
"ósa",4,"1986","493115","23.10.2015","Net","Akranes"
"Skarkoli",3,"1986","493115","23.10.2015","Net","Akranes"
"çorskur",1240,"1986","493115","23.10.2015","Net","Akranes"
"Tindaskata",13,"1986","493115","23.10.2015","Net","Akranes"
"Steinb°tur",13,"1986","493115","23.10.2015","Net","Akranes"
"Ufsi",4,"1986","493021","22.10.2015","Net","Akranes"
"ósa",7,"1986","493021","22.10.2015","Net","Akranes"
"çorskur",861,"1986","493021","22.10.2015","Net","Akranes"
