"Fisktegund","¶slëgt","skip","id","date","gear","harbour"
"Karfi / Gullkarfi",2388,"1277","587940","24.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",698,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",492,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",120,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",65832,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",6,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",141,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",17,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",405,"1277","587325","20.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",21725,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",3670,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",106,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",245,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",21,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",278,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",67708,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",118,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",6408,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",740,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",136,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",17020,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",9,"1277","586544","17.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",14680,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",24452,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",24,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",4011,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",11,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",160,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",76193,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",13,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",46,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",79,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",1307,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",3110,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",2140,"1277","584810","11.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",900,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",715,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",139,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",46,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",15330,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",50,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",632,"1277","583869","06.07.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",34057,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"ósa",335,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Keila",2,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Langa",36,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Hlòri",738,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"L£åa",27,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Skarkoli",227,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"çorskur",61899,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Gr†l£åa",9,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Steinb°tur",130,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Karfi / Gullkarfi",20996,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"çykkval£ra / S¢lkoli",36,"1277","581906","02.07.2017","Botnvarpa","Dalv°k"
"Ufsi",12687,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"ósa",74,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"Hlòri",186,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"Skarkoli",5,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"çorskur",81705,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"Steinb°tur",49,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"Karfi / Gullkarfi",611,"1277","580476","27.06.2017","Botnvarpa","Dalv°k"
"Ufsi",6523,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",5079,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",7,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",55,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",3,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",11882,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",50,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",9,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",138,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",5548,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",229,"1277","579923","23.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",4135,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",615,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",127,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",218,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",246,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"L£åa",13,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",35815,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",49,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",11962,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",8,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",124,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",18345,"1277","579294","20.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",607,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",10,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",8,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",4,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",153,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",40463,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",91,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",92,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",569,"1277","578008","15.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",55,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",8,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",24,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",57725,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",27,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",737,"1277","576554","12.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",306,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",239,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",38588,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",3350,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",14,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",168,"1277","575850","07.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",55502,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",239,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",91,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",310,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",23,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",179,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",24565,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",2526,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",122,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",33807,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",14,"1277","575004","05.06.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",295,"1277","607001","01.06.2017","Botnvarpa","ómsir staåir"
"Ufsi",8249,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",165,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",71,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",243,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",48,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",332,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",88908,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",117,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",14198,"1277","574416","29.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",2870,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",5526,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",131,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",103,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",310,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",4,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",92492,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",667,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",480,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",20441,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",49,"1277","571860","21.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",1042,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",18005,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",3,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",40674,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",368,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",413,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",154,"1277","571354","17.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",2120,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",7445,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",41,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",661,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",9,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",14,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",102376,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",31,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",141,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",6042,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",298,"1277","570296","15.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",11312,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",26262,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",21,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",3683,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",23,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"L£åa",59,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",63565,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",6268,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",27,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",654,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",3276,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",661,"1277","569517","09.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",23755,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"ósa",39,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"Keila",21,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"Langa",243,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"çorskur",62,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"Karfi / Gullkarfi",23411,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"çykkval£ra / S¢lkoli",7,"1277","567706","04.05.2017","Botnvarpa","çorl†kshîfn"
"Ufsi",4519,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",13364,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",3136,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",3,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",72483,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",28,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",21,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",23722,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",261,"1277","566929","02.05.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",5174,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"ósa",7336,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Keila",4,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Langa",776,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Lòsa",345,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Skata",11,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"L£åa",5,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"çorskur",1980,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Skîtuselur",14,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Karfi / Gullkarfi",25966,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"çykkval£ra / S¢lkoli",33,"1277","566412","27.04.2017","Botnvarpa","çorl†kshîfn"
"Ufsi",8706,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",11702,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",19,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",1971,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",27,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",95662,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",13,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",22,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",4357,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",328,"1277","565828","24.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",10435,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",28913,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",80,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",726,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",264,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"L£åa",4,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",27987,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",10,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Dj£pkarfi",6880,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",9,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",26,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",137,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",17911,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",147,"1277","564840","18.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",7057,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",25646,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",20,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",3829,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",26,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"L£åa",24,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",52665,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",18,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",33,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",25195,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",311,"1277","564160","10.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",20825,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",9998,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",50,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",4086,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Lòsa",836,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skata",20,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",78,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"L£åa",87,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skarkoli",13,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",62798,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",144,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",122,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",10814,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",471,"1277","563621","04.04.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",16443,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",2511,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",165,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",410,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",73080,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",187,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",6,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",317,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",5636,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"çykkval£ra / S¢lkoli",22,"1277","562563","28.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",5462,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",2404,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",8,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",66,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",266,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",46690,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Gr†l£åa",8,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Skîtuselur",13,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Steinb°tur",289,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Karfi / Gullkarfi",2307,"1277","562060","23.03.2017","Botnvarpa","F†skr£åsfjîråur"
"Ufsi",3179,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"ósa",9358,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Keila",38,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Langa",1280,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Hlòri",56,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"L£åa",26,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Skarkoli",608,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"çorskur",42112,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Bl†langa",19,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Dj£pkarfi",1937,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Skîtuselur",63,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Steinb°tur",1404,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Karfi / Gullkarfi",4577,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"çykkval£ra / S¢lkoli",413,"1277","561826","18.03.2017","Botnvarpa","Eskifjîråur"
"Ufsi",820,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"ósa",4761,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Keila",276,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Langa",240,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Hlòri",23,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"L£åa",43,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Skarkoli",790,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"çorskur",11019,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Steinb°tur",1311,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Karfi / Gullkarfi",59934,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"çykkval£ra / S¢lkoli",366,"1277","562053","09.03.2017","Botnvarpa","Reykjav°k"
"Ufsi",5951,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"ósa",6123,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Keila",108,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Langa",1545,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Lòsa",365,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Skata",87,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"çorskur",31260,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Dj£pkarfi",494,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Skîtuselur",84,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Steinb°tur",233,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Karfi / Gullkarfi",24747,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"çykkval£ra / S¢lkoli",12,"1277","562052","03.03.2017","Botnvarpa","Reykjav°k"
"Ufsi",19527,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"ósa",17183,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"Keila",43,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"Langa",356,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"Hlòri",59,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"çorskur",23145,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
"Bl†langa",9,"1277","558853","23.02.2017","Botnvarpa","F†skr£åsfjîråur"
